"Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"Gerygone albofrontata","Acanthizidae","Passeriformes","3","1","2","0","1","13.4","9.0","2.9","3.1","21.9","63.5","10.2","51.3","16.6","52.9","10.3","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","-44.36","-43.70","-43.94","-176.53","790.01","Extant"
"Gerygone chloronota","Acanthizidae","Passeriformes","12","4","8","0","4","11.9","7.0","2.9","2.9","16.3","51.5","7.4","43.2","14.7","35.2","6.6","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-19.05","0.04","-8.26","137.63","1009439.84","Extant"
"Gerygone chrysogaster","Acanthizidae","Passeriformes","15","8","7","0","9","12.7","7.4","3.4","3.1","15.7","53.0","8.1","45.0","15.3","41.0","8.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.72","0.04","-5.28","140.49","557753.52","Extant"
"Gerygone cinerea","Acanthizidae","Passeriformes","8","0","8","0","4","10.6","6.0","2.6","2.8","19.2","52.0","10.1","42.2","19.2","32.4","7.6","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.11","-0.56","-5.22","141.57","124509.89","Extant"
"Gerygone dorsalis","Acanthizidae","Passeriformes","4","2","2","0","4","13.4","7.7","3.2","3.0","20.5","54.6","8.5","46.1","15.6","41.5","7.2","EltonTraits_GenAvg","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-8.35","-5.13","-7.31","130.89","7004.78","Extant"
"Gerygone flavolateralis","Acanthizidae","Passeriformes","4","0","3","1","4","11.2","6.3","2.6","2.9","18.2","49.6","7.4","42.2","14.9","43.1","6.3","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-22.71","-11.46","-19.20","166.09","29192.70","Extant"
"Gerygone fusca","Acanthizidae","Passeriformes","12","5","7","0","4","10.8","5.6","2.7","2.6","16.9","56.8","11.8","45.1","20.6","41.8","5.4","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-38.59","-16.48","-27.79","139.61","2747581.75","Extant"
"Gerygone hypoxantha","Acanthizidae","Passeriformes","2","1","1","0","2","9.2","7.0","4.0","2.9","16.0","51.0","7.3","43.7","14.2","37.2","7.2","EltonTraits_GenAvg","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-1.22","-0.63","-0.94","135.89","2524.27","Extant"
"Gerygone igata","Acanthizidae","Passeriformes","6","2","2","2","6","12.7","7.7","2.7","2.6","20.4","54.3","9.6","44.7","17.7","48.3","6.4","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","-48.02","-34.14","-41.77","172.60","268886.76","Extant"
"Gerygone inornata","Acanthizidae","Passeriformes","7","2","5","0","4","11.0","6.2","2.9","2.9","17.2","52.6","8.1","43.6","15.6","39.1","7.2","EltonTraits_GenAvg","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.94","-7.56","-9.21","125.08","33197.31","Extant"
"Gerygone levigaster","Acanthizidae","Passeriformes","12","5","7","0","4","11.9","7.0","2.7","2.6","16.9","53.8","8.0","43.5","15.5","39.7","6.2","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-33.34","-7.36","-17.91","140.10","342256.68","Extant"
"Gerygone magnirostris","Acanthizidae","Passeriformes","17","4","13","0","9","12.3","7.1","3.2","3.0","16.9","54.6","8.3","46.5","15.2","40.0","6.8","Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-22.79","-0.01","-9.06","139.55","1205051.15","Extant"
"Gerygone modesta","Acanthizidae","Passeriformes","11","4","7","0","5","12.9","7.2","2.7","2.6","20.8","55.1","10.0","44.0","18.5","46.8","7.5","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-29.06","-28.99","-29.03","167.95","37.88","Extant"
"Gerygone mouki","Acanthizidae","Passeriformes","17","7","10","0","4","11.1","6.3","2.6","2.6","17.0","49.9","7.7","40.4","16.0","42.2","5.2","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-38.69","-12.75","-28.47","149.67","387637.87","Extant"
"Gerygone olivacea","Acanthizidae","Passeriformes","16","5","11","0","6","11.7","6.7","3.0","2.8","17.2","56.5","10.8","46.2","18.9","37.6","6.7","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-39.14","-7.86","-22.92","141.67","2358084.06","Extant"
"Gerygone palpebrosa","Acanthizidae","Passeriformes","18","5","13","0","10","12.1","7.2","3.1","3.0","16.8","52.3","8.1","43.3","15.8","38.0","7.4","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-27.21","-0.01","-11.54","143.37","969224.38","Extant"
"Gerygone ruficollis","Acanthizidae","Passeriformes","8","3","5","0","4","10.8","5.6","2.5","2.4","16.7","55.0","10.1","44.1","18.7","38.1","7.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.15","-0.44","-5.41","142.54","107780.49","Extant"
"Gerygone sulphurea","Acanthizidae","Passeriformes","32","6","12","14","4","12.8","7.5","3.0","2.4","16.6","54.4","8.8","41.2","17.5","37.5","5.6","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-10.78","18.65","1.60","111.30","1733224.34","Extant"
"Gerygone tenebrosa","Acanthizidae","Passeriformes","11","5","6","0","4","13.1","7.3","2.7","2.7","20.0","55.7","8.4","47.9","14.9","43.7","7.7","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-26.24","-16.31","-21.21","117.49","39187.75","Extant"
"Hylacola cauta","Acanthizidae","Passeriformes","10","4","6","0","2","15.3","8.1","2.6","3.2","22.0","54.8","5.8","48.0","10.8","53.0","15.2","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Terrestrial","-38.11","-29.02","-33.03","131.34","971888.94","Extant"
"Hylacola pyrrhopygia","Acanthizidae","Passeriformes","10","2","6","2","2","14.6","7.2","2.9","3.8","21.6","55.1","5.0","50.0","8.9","58.0","16.8","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Terrestrial","-39.14","-27.56","-34.00","146.51","767767.19","Extant"
"Mohoua albicilla","Acanthizidae","Passeriformes","4","2","2","0","4","12.7","7.1","3.0","4.6","25.4","70.4","14.0","56.4","19.9","65.4","17.6","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-41.61","-36.17","-39.09","175.84","36004.25","Extant"
"Mohoua novaeseelandiae","Acanthizidae","Passeriformes","5","2","3","0","4","10.9","6.2","2.7","3.7","23.2","60.4","12.2","48.3","20.2","62.8","12.1","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-47.29","-40.50","-43.68","170.49","76987.83","Extant"
"Mohoua ochrocephala","Acanthizidae","Passeriformes","4","2","2","0","4","14.1","8.1","3.6","5.1","30.9","80.5","15.5","65.0","19.3","73.8","27.7","Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-46.50","-41.01","-45.19","167.84","16919.77","Extant"
"Oreoscopus gutturalis","Acanthizidae","Passeriformes","10","4","6","0","2","18.7","10.7","2.9","3.6","22.2","64.8","8.3","55.2","13.0","44.8","20.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-20.15","-14.84","-17.83","145.35","102359.75","Extant"
"Origma solitaria","Acanthizidae","Passeriformes","9","2","4","3","4","15.3","7.8","2.7","3.0","22.2","65.9","8.5","56.8","13.0","55.4","14.3","Dunning","NA","NO","NA","NA","Rock","3","1","Carnivore","Invertivore","Generalist","-35.49","-31.68","-33.19","150.46","56963.22","Extant"
"Pycnoptilus floccosus","Acanthizidae","Passeriformes","11","3","5","3","4","15.6","7.2","3.3","3.7","27.9","69.0","8.3","59.2","12.4","71.5","28.9","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-39.00","-30.93","-35.35","148.68","244748.61","Extant"
"Pyrrholaemus brunneus","Acanthizidae","Passeriformes","13","5","8","0","4","13.4","7.4","2.5","3.1","20.7","56.0","5.9","49.2","10.7","48.5","12.5","Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Invertivore","Insessorial","-36.08","-18.67","-27.58","129.08","3285337.24","Extant"
"Sericornis arfakianus","Acanthizidae","Passeriformes","9","2","7","0","4","12.7","6.8","2.8","3.0","18.6","53.8","6.4","45.8","12.3","38.2","8.7","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.23","-0.48","-5.28","141.88","181310.74","Extant"
