#downloaded from http://genomics.senescence.info/species/dataset.zip # I have deleted single quotes by hand
HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
00191	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	rubellus	Rosyface shiner												3	454	wild	medium	acceptable						454
00192	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	rubricroceus	Saffron shiner					750							5	442	unknown	medium	acceptable						442
00193	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	semperasper	Roughhead shiner												4	454	wild	medium	acceptable						454
00194	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	stramineus	Sand shiner												3	454	wild	medium	acceptable						454
00195	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	texanus	Weed shiner												3	454	wild	medium	acceptable						454
00196	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	topeka	Topeka shiner												3	454	wild	medium	acceptable						454
00197	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	volucellus	Mimic shiner												2	454	wild	medium	acceptable						454
00198	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Oreoleuciscus	humilis	Dwarf altai osman										13.75		15	454	wild	medium	acceptable						454
00199	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Oreoleuciscus	potanini	Altai osman	3102	3102								5500		40	454	wild	medium	acceptable						454
00200	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pelecus	cultratus	Ziege	1460	1095								1100		11	454	wild	medium	acceptable						454
00201	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Phenacobius	crassilabrum	Fatlips minnow	365	365										3	442	unknown	medium	acceptable						442
00202	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Phenacobius	mirabilis	Suckermouth minnow												3	454	wild	medium	acceptable						454
00203	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Phoxinus	phoxinus	Minnow	1277	1277										13	454	wild	medium	acceptable						454,520
00204	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pimephales	notatus	Bluntnose minnow												5	454	wild	medium	acceptable						454
00205	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pimephales	promelas	Fathead minnow	60	60	5		4500							2	1	wild	medium	acceptable						1,442
00206	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Plagopterus	argentissimus	Woundfin												4	454	wild	medium	acceptable						454
00207	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pseudobarbus	burchelli	Burchells redfin												6	454	wild	medium	acceptable						454
00208	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pteronotropis	hubbsi	Bluehead shiner												2	454	wild	medium	acceptable						454
00209	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ptychocheilus	lucius	Colorado pikeminnow												12	454	wild	medium	acceptable						454
00210	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Relictus	solitarius	Relict dace												5	454	wild	medium	acceptable						454
00211	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhinichthys	atratulus	Blacknose dace	365	365			750							4	454	wild	medium	acceptable						442,454
00212	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhinichthys	cataractae	Longnose dace	1095	1095										5	454	wild	medium	acceptable						442,454
00213	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhinichthys	cobitis	Loach dace												5	454	wild	medium	acceptable						454
00214	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhodeus	sericeus	Bitterling	912	912										5	454	wild	medium	acceptable						454
00215	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Richardsonius	egregius	Lahontan redside												5	454	wild	medium	acceptable						454
00216	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rutilus	frisii	Kutum										2750		12	454	wild	medium	acceptable						454
00217	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rutilus	rutilus	Roach	1095	730								1012		14	454	wild	medium	acceptable						454,524
00218	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Scardinius	erythrophthalmus	Pearl roach	1460	1095								1153.35		19	454	wild	medium	acceptable						454
00219	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Semotilus	atromaculatus	Creek chub	1095	1095			50							8	454	wild	medium	acceptable						442,454
00220	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Austrolebias	adloffi	Annual fish												3.7	524	unknown	medium	acceptable	0.07	0.1				2,524,660,666
00221	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Austrolebias	bellottii	Argentine pearlfish												3		unknown	medium	acceptable						454,523,524,664,665,666
00222	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Austrolebias	nigripinnis	Blackfin pearlfish												1	454	wild	medium	acceptable						454,662
00224	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	furzeri	Turquoise killifish		28										1.1	1120	captivity	large	acceptable						654,663,832,889,929,933,1113,1120
00225	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	guentheri	Gunthers nothobranch		78										2.3	661	captivity	medium	acceptable						654,655,656,657,658,659,660,661
00226	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	kilomberoensis	Kilombero												0.8	Alessandro Cellerino, pers. comm.	captivity	small	acceptable						
00227	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	korthausae	Korthaus killifish												1.6	1137	captivity	medium	acceptable						1137,1138
00228	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	kuhntae	Beira killifish		49										1.2	1120	captivity	medium	acceptable						654,1120
00229	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	rachovii	Bluefin notho												1.5	1120	captivity	medium	acceptable						654,662,1120
00230	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	macularius	Desert pupfish												2	454	wild	medium	acceptable						454
00231	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	radiosus	Owens pupfish												2	454	wild	medium	acceptable						454
00232	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	tularosa	White sands pupfish												5	1	wild	medium	acceptable						1
00233	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	catenatus	Northern studfish												5	442	unknown	medium	acceptable						442
00234	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	parvipinnis	California killifish												3	454	wild	medium	acceptable						454
00235	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	seminolis	Seminole killifish												2	454	wild	medium	acceptable						454
00236	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	zebrinus	Plains killifish												3	454	wild	medium	acceptable						454
00237	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Leptolucania	ommata	Pygmy killifish												2	454	wild	medium	acceptable						454
00238	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Lucania	goodei	Blue-fintop minnow												2	454	wild	medium	acceptable						454
00239	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia	affinis	Mosquitofish	90	90										3		unknown	medium	acceptable						442,454,524
00240	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Poecilia	reticulata	Guppy		74										5	454	wild	medium	acceptable	0.07	0.8				2,97,98,99,100,101,102,103,454,461,692,693,1143,1150
00241	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Poeciliopsis	occidentalis	Gila topminnow												1	454	wild	medium	acceptable						454
00242	Animalia	Chordata	Actinopterygii	Elopiformes	Megalopidae	Megalops	atlanticus	Tarpon	3102	3650								88550		55	22	wild	medium	acceptable						22,454
00243	Animalia	Chordata	Actinopterygii	Elopiformes	Megalopidae	Megalops	cyprinoides	Oxeye										9900		44	1	wild	medium	acceptable						1,454
00244	Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox	lucius	Northern pike	1116	889								15620		30	454	wild	medium	acceptable						454
00245	Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox	masquinongy	Muskellunge	1825	1460								17490		30	454	wild	medium	acceptable						454
00246	Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox	niger	Chain pickerel	912	912								2337.5		9	454	wild	medium	acceptable						454
00247	Animalia	Chordata	Actinopterygii	Esociformes	Umbridae	Dallia	pectoralis	Alaska blackfish	912	912								201.3		8	454	wild	medium	acceptable						454
00248	Animalia	Chordata	Actinopterygii	Esociformes	Umbridae	Umbra	limi	Central mudminnow												4	454	wild	medium	acceptable						454
00249	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Boreogadus	saida	Arctic cod		912										7	454	wild	medium	acceptable						454
00250	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Brosme	brosme	Cusk	3285	3285								16500		20	454	wild	medium	acceptable						454
00251	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Ciliata	mustela	Fivebeard rockling												3	454	wild	medium	acceptable						454
00252	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Eleginus	gracilis	Saffron cod	912	912								605		12	454	wild	medium	acceptable						454
00253	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Enchelyopus	cimbrius	Fourbeard rockling	1095	1095										9	454	wild	medium	acceptable						454
00254	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Gadiculus	argenteus	Silvery pout												3	454	wild	medium	acceptable						454
00255	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Gadus	macrocephalus	Pacific cod	1514									12485		18	454	wild	medium	acceptable						454
00256	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Gadus	morhua	Atlantic cod	790	778								52800		25	454	wild	medium	acceptable						454,585
00257	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Gadus	ogac	Greenland cod	1277	1277										12	454	wild	medium	acceptable						454
00258	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Lota	lota	Burbot	1460	1095								18700		20	454	wild	medium	acceptable						454
00259	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Melanogrammus	aeglefinus	Haddock	602	620								9240		20	454	wild	medium	acceptable						454,585
00260	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Merlangius	merlangus	English whiting	730	730								1700		20	454	wild	medium	acceptable						454
00261	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Micromesistius	poutassou	Blue whiting	602	602								456.5		20	454	wild	medium	acceptable						454,585
00262	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Molva	dypterygia	Blue ling	3650	3650								16500		25	454	wild	medium	acceptable						454,585
00263	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Molva	macrophthalma	Mediterranean ling												20	454	wild	medium	acceptable						454
00264	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Phycis	blennoides	Greater forkbeard										1947		20	454	wild	medium	acceptable						454
00265	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Pollachius	pollachius	European pollock										9955		8	454	wild	medium	acceptable						454
00266	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Pollachius	virens	Pollock	730	839								17600		25	454	wild	medium	acceptable						454,520
00267	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Theragra	chalcogramma	Alaska pollock	1277	1095								770		15	454	wild	medium	acceptable						454
00268	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Trisopterus	esmarkii	Norway pout	693	693										5	454	wild	medium	acceptable						454
00269	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Trisopterus	luscus	Bib	365	730										4	454	wild	medium	acceptable						454
00270	Animalia	Chordata	Actinopterygii	Gadiformes	Gadidae	Urophycis	tenuis	Mud hake	510	510								11550		23	454	wild	medium	acceptable						454,584
00271	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Albatrossia	pectoralis	Giant grenadier												56	22	wild	medium	acceptable						22,454
00272	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coryphaenoides	acrolepis	Roughscale rattail												73	22	wild	medium	acceptable						22,454
00273	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coryphaenoides	rupestris	Rock grenadier	3650									929.5		54	454	wild	medium	acceptable						454
00274	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Macrourus	berglax	Onion-eye grenadier	5402											25	454	wild	medium	acceptable						454
00275	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Macrourus	carinatus	Ridge scaled rattail												19	454	wild	medium	acceptable						454
00276	Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Macruronus	novaezelandiae	Blue grenadier	2007	1642								825		25	454	wild	medium	acceptable						454
00277	Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Merluccius	australis	Southern hake	2859	2615										30	454	wild	medium	acceptable						454
00278	Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Merluccius	bilinearis	Silver hake	602	602								1265		12	454	wild	medium	acceptable						454
00279	Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Merluccius	gayi	Chilean hake	730	730										13	454	wild	medium	acceptable						454,585
00280	Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Merluccius	merluccius	European hake	1095	1095								8250		20	454	wild	medium	acceptable						454,585
00281	Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Merluccius	productus	North pacific hake	1277	1460								654.5		15	454	wild	medium	acceptable						454,585
00282	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Gasterosteidae	Apeltes	quadracus	Fourspine stickleback												3	454	wild	medium	acceptable						454
00283	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Gasterosteidae	Culaea	inconstans	Brook stickleback												2	454	wild	medium	acceptable						454
00284	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Gasterosteidae	Gasterosteus	aculeatus	Alaskan stickleback												8	1	wild	medium	acceptable						1,861
00285	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Gasterosteidae	Pungitius	pungitius	Ninespine stickleback	547	547										5	454	wild	medium	acceptable						454
00286	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Hypoptychidae	Hypoptychus	dybowskii	Korean sandeel												1	454	wild	medium	acceptable						454
00287	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	erectus	Hudson sea horse	273	273										4.7	583	captivity	large	acceptable						454,583
00288	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	guttulatus	Sea horse												6	520	captivity	small	acceptable						520
00289	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	whitei	Whites seahorse												5	1139	wild	medium	acceptable						1139
00290	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	zosterae	Dwarf seahorse	118	118										1	454	wild	medium	acceptable						454
00291	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Syngnathus	scovelli	Gulf pipefish												3	454	wild	medium	acceptable						454
00292	Animalia	Chordata	Actinopterygii	Gonorynchiformes	Chanidae	Chanos	chanos	Milkfish	2372	2281								7700		15	454	wild	medium	acceptable						454
00293	Animalia	Chordata	Actinopterygii	Gonorynchiformes	Kneriidae	Kneria	auriculata	Airbreathing shellear												3	454	wild	medium	acceptable						454
00294	Animalia	Chordata	Actinopterygii	Gymnotiformes	Electrophoridae	Electrophorus	electricus	Electric eel												12.6	1	captivity	small	acceptable						1
00295	Animalia	Chordata	Actinopterygii	Lophiiformes	Lophiidae	Lophius	americanus	Goosefish										12430		30	454	wild	medium	acceptable						454,584
00296	Animalia	Chordata	Actinopterygii	Lophiiformes	Lophiidae	Lophius	budegassa	Black-bellied angler	1460	1460										21	454	wild	medium	acceptable						454,585
00297	Animalia	Chordata	Actinopterygii	Lophiiformes	Lophiidae	Lophius	piscatorius	Anglerfish	1642	1642								31735		24	454	wild	medium	acceptable						454
00298	Animalia	Chordata	Actinopterygii	Lophiiformes	Lophiidae	Lophius	vomerinus	Cape monk												11	454	wild	medium	acceptable						454
