"","Species3","GhAhSkew","ThChSkew","ability_to_fly","ability_to_dive","Mutation_AG_midori","Mutation_CT_midori","GhAhSkew_seq_beg","GhAhSkew_start_codon","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"884","Chalcophaps indica",NA,NA,NA,NA,"0.219527","0.246537",0.269962733625591,0.113251485268732,"Columbidae","Columbiformes",63,12,25,26,12,21,11.1,3,4.1,25.9,144.5,42.7,101.1,29.7,85.1,136.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Generalist",-37,29.54,8,109.05,5343787.27,"Extant"
"885","Chamaea fasciata",NA,NA,NA,NA,"0.129789","0.301213",0.378721540899442,0.130099265470185,"Timaliidae","Passeriformes",5,2,3,0,4,12.8,6.7,3,3.8,24.9,58,6.8,50.9,11.8,83.4,14.7,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Invertivore","Insessorial",30.04,46.17,37.92,-120.9,246063.25,"Extant"
"886","Chiroxiphia caudata",NA,NA,NA,NA,"0.158844","0.557793",0.0667852137593847,0.056322196335957,"Pipridae","Passeriformes",10,5,5,0,4,13.8,7.3,4,4.6,19.8,75.9,13.4,63,17.6,57.8,25.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-32.25,-14.75,-23.46,-49.78,1459549.86,"Extant"
"887","Chiroxiphia pareola",NA,NA,NA,NA,"0.194825","0.376728",0.267942583732057,0.407407407407407,"Pipridae","Passeriformes",58,20,38,0,4,11.4,6.5,4.4,4.9,17.8,69.4,8.2,59.1,12.2,34.4,16.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-23.37,11.35,-4.86,-59.21,5040298.89,"Extant"
"888","Chlorocharis emiliae",NA,NA,NA,NA,"0.197302","0.1623035",0.436594202898551,0.436594202898551,"Zosteropidae","Passeriformes",5,2,3,0,4,17.3,9.7,3.1,3.3,21.4,68.1,12,55.4,17.9,53.6,13.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Insessorial",-0.27,6.37,2.08,113.85,206417.3,"Extant"
"889","Chloropsis cochinchinensis",NA,NA,NA,NA,"0.317578","0.279985",0.207696875142223,0.174978833387274,"Chloropseidae","Passeriformes",8,3,5,0,7,20,11.8,4.1,5.1,17.6,80.1,13,67.5,16.1,67,24.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-8.78,27.85,9.97,103.87,2616435.75,"Extant"
"890","Chlorornis riefferii",NA,NA,NA,NA,"0.2548","0.286856",0.118956367924528,0.13084495488105,"Thraupidae","Passeriformes",31,5,10,16,17,20.4,11.1,6.7,9.2,29.3,106.9,19.4,87.1,18.2,87.2,53,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-17.33,7.28,-4.43,-74.52,307394.78,"Extant"
"891","Chlorospingus ophthalmicus",NA,NA,NA,NA,"0.221962425","0.44933825",0.192576287902791,0.384426365023605,"Thraupidae","Passeriformes",45,12,26,7,6,14.7,8.2,4.8,5.5,21.4,67.3,10.3,55.8,15.6,63.8,20,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-26.89,21.61,1.43,-78.59,587009.94,"Extant"
"892","Chlorospingus semifuscus",NA,NA,NA,NA,"0.376116","0.367082",-0.333333333333333,0.521367521367521,"Thraupidae","Passeriformes",5,2,3,0,4,14.5,8.6,4.8,6,22.3,69.2,10.7,58.6,15.3,54.2,19,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Insessorial",-1.01,5.58,2.27,-77.48,26164.42,"Extant"
"893","Chondrohierax uncinatus",NA,NA,NA,NA,"0.225786","0.3833785",0.137530587361056,0.262253694194395,"Accipitridae","Accipitriformes",7,3,3,1,4,36.2,27,12.4,18.4,33.6,285.3,59.8,224.2,21,197.6,286.1,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Carnivore","Invertivore","Insessorial",-27.24,26.3,-2.71,-64.2,9787616.08,"Extant"
"894","Chordeiles pusillus",NA,NA,NA,NA,"0.247214","0.268879",0.193548387096774,0.193548387096774,"Caprimulgidae","Caprimulgiformes",9,3,6,0,3,8.7,3.4,1.8,2.4,10.3,125.2,51.1,73.4,41.1,68.4,30.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Invertivore","Aerial",-30.8,9.86,-9.13,-51.65,3938258.52,"Extant"
"895","Cinclodes albiventris",NA,NA,NA,NA,"0.105309","0.309455",NA,NA,"Furnariidae","Passeriformes",12,2,9,1,4,17.9,11.7,3,3.9,26.5,94.2,20,73.9,21.3,71.4,30,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Aquatic predator","Terrestrial",-29.56,-5.81,-17.11,-69.38,859854.64,"Extant"
"896","Cinclus cinclus",NA,NA,NA,NA,"0.2761685","0.4682435",0.186665315347579,0.153923832047378,"Cinclidae","Passeriformes",35,22,12,1,11,22.1,11.7,3.4,4.4,28.4,88.9,24.5,64.5,27.6,50.1,61.5,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Carnivore","Aquatic predator","Generalist",25.25,71.19,47.26,56.5,8499590.13,"Extant"
"897","Circus pygargus",NA,NA,NA,NA,"0.11763535","0.395532",NA,NA,"Accipitridae","Accipitriformes",7,3,4,0,4,26.1,13.5,8.6,11.2,62,362.3,188,173.3,52,224.8,310.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",30.56,60.25,49.91,45.8,6837154.32,"Extant"
"898","Cistothorus platensis",NA,NA,NA,NA,"0.336175","0.42249",-0.0893162393162393,0.465432098765432,"Troglodytidae","Passeriformes",11,0,1,10,8,14.6,7.7,2.3,2.9,19.9,45.6,6.1,39.6,13.4,46,9,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Invertivore","Insessorial",-55.72,55.64,-4.21,-73.33,6645038.83,"Extant"
"899","Clangula hyemalis",NA,NA,NA,NA,"0.16501","0.536257",0.464311410657387,0.217534535181594,"Anatidae","Anseriformes",12,6,6,0,4,32.1,19.2,16,11.9,33.1,215.6,108.5,105,50.9,130.8,871,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",35.57,83.11,68.24,-27.99,9492361.68,"Extant"
"900","Climacteris picumnus",NA,NA,NA,NA,"0.158103","0.562468",0.205128205128205,-0.272799407532797,"Climacteridae","Passeriformes",10,5,5,0,4,18.6,10,3.4,3.6,23.2,89,23.1,65.9,25.9,63.4,28.9,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-38.43,-11,-28.79,145.77,2269397.31,"Extant"
"901","Coccyzus americanus",NA,NA,NA,NA,"0.371333","0.406618",0.0927489598669562,0.210544107852368,"Cuculidae","Cuculiformes",12,3,7,2,4,29.2,20,7,8.2,24.5,143.4,62.4,82.6,43,146.3,64,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",-14.02,48.99,36.04,-90.96,5270361.03,"Extant"
"902","Coeligena bonapartei",NA,NA,NA,NA,"0.2605475","0.2193955",0.122619047619048,-0.259265988372093,"Trochilidae","Apodiformes",11,5,6,0,8,35.5,30.1,2.2,2.5,5.6,73.3,45,28,61.7,42.7,6.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Aerial",4.53,11.06,7.48,-72.34,34638.01,"Extant"
"903","Coeligena coeligena",NA,NA,NA,NA,"0.3570355","0.208721",0.333333333333333,-0.529411764705882,"Trochilidae","Apodiformes",25,6,8,11,5,36.2,32.6,2.8,2.6,5.7,72.1,45.6,26.8,62.9,47.9,6.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Aerial",-18.06,11.22,-2.05,-73.45,384714.87,"Extant"
"904","Coeligena helianthea",NA,NA,NA,NA,"0.166807","0.263883",0.126548752834467,0.567094634463955,"Trochilidae","Apodiformes",4,2,2,0,4,36.1,29.4,2.4,2.2,7,71.5,45.4,26.1,63.5,46.5,6.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Aerial",4.31,10.77,6.61,-73.01,42112.58,"Extant"
"905","Coeligena torquata",NA,NA,NA,NA,"0.2849705","0.330022",NA,NA,"Trochilidae","Apodiformes",47,18,26,3,15,39.4,34.3,2.4,2.4,5.2,73.8,46.6,27.8,62.7,46,6.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Aerial",-17.85,9.68,-3.34,-74.56,403723.96,"Extant"
"906","Coereba flaveola",NA,NA,NA,NA,"0.18723675","0.35101225",0.209138193189765,0.206468736268868,"Coerebidae","Passeriformes",111,17,34,60,12,13.2,9.9,3.6,3.9,16.9,54.6,11,45.9,19.2,34.1,10,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Nectarivore","Insessorial",-33.01,27.23,-6.67,-60.02,10806908.19,"Extant"
"907","Colaptes campestris",NA,NA,NA,NA,"0.101973","0.628976",0.176531681507291,0.209418082981301,"Picidae","Piciformes",11,5,6,0,8,39.4,28.4,9.9,9.3,30.3,161.5,33,127.8,20.5,112,158,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-41.67,2.99,-19.36,-50.95,5881380.33,"Extant"
"908","Colibri thalassinus",NA,NA,NA,NA,"0.204303","0",NA,NA,"Trochilidae","Apodiformes",19,7,7,5,4,23.7,17.3,2.2,2,5.6,62.6,38,23.6,61.5,42,5.9,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Nectarivore","Aerial",-17.81,22.79,6.27,-83.03,788433.25,"Extant"
"909","Collocalia esculenta",NA,NA,NA,NA,"0.226708","0.3589555",0.188312663780512,0.0673008627040933,"Apodidae","Apodiformes",47,3,2,42,4,7.1,2.5,1.7,1.6,8.1,99.5,66.4,30.8,68.3,41,6.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Aerial",-22.71,18.65,-0.2,121.13,2754917.74,"Extant"
"910","Colluricincla harmonica",NA,NA,NA,NA,"0.215334","0.337612",0.277413330687268,0.127754217544417,"Colluricinclidae","Passeriformes",19,7,12,0,4,26.4,14.6,5.5,7.9,31.1,123.2,23.9,100.5,19.2,102.1,65.8,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-43.64,-3.46,-25.55,135.15,6919512.58,"Extant"
"911","Colluricincla megarhyncha",NA,NA,NA,NA,"0.223708","0.335827",0.229949475152379,-0.0336546141665471,"Colluricinclidae","Passeriformes",21,6,15,0,4,23,13.2,5.3,6.6,25.8,93.1,14.3,81.3,14.9,74.1,32.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-32.5,0.04,-10.03,141.11,1204726.42,"Extant"
"912","Columbina passerina",NA,NA,NA,NA,"0.0353774","0.5555265",-0.22710161226014,-0.0387688713295705,"Columbidae","Columbiformes",18,10,7,1,4,13.9,8.2,2.5,3.2,15.2,81.6,21.6,63.6,25.4,59.6,35.4,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Terrestrial",-19.03,35.29,8.64,-71.22,7241733.36,"Extant"
"913","Conirostrum cinereum",NA,NA,NA,NA,"0.216376","0.301251",0.440829797265441,0.615260439087387,"Thraupidae","Passeriformes",21,6,5,10,11,11.9,7,2.6,3.2,18.5,61.8,12.6,49.2,20.4,53.4,8.8,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Invertivore","Insessorial",-20.61,1.61,-11.24,-74.98,492384.32,"Extant"
"914","Copsychus luzoniensis",NA,NA,NA,NA,"0.202229","0.3116095",0.176911976911977,-0.0240176866646568,"Muscicapidae","Passeriformes",5,2,2,1,4,17,10.7,3.5,4.8,25.9,70.6,8,61.5,11.5,76.8,24,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",9.04,18.65,14.73,121.83,100785.32,"Extant"
"915","Copsychus malabaricus",NA,NA,NA,NA,"0.224102","0.296132",-0.0295494564882432,-0.0493109388458226,"Muscicapidae","Passeriformes",17,5,12,0,16,20.6,12.5,4.4,5.1,25.6,92.6,17.4,75.1,18.7,120.8,29.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"916","Cormobates leucophaea",NA,NA,NA,NA,"0.197946","0.300916",0.183249608383298,0.420588235294118,"Climacteridae","Passeriformes",18,8,10,0,4,20,11.2,2.8,3.2,20.7,86.8,26.4,60.3,30.5,61.1,22,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-39.15,-14.8,-31.52,148.09,969111.73,"Extant"
"917","Corvus corone",NA,NA,NA,NA,"0.287448","0.29399",0.244864394139863,0.218273544916329,"Corvidae","Passeriformes",63,24,37,2,15,55,35.9,15.1,18.5,59.4,323.9,119.6,204.6,36.9,179.6,570,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Carnivore","Omnivore","Terrestrial",22.23,71.19,52.96,78.23,33343165.09,"Extant"
"918","Coryphospingus cucullatus",NA,NA,NA,NA,"0.154333","0.534092",0.287443588076659,0.275574835883268,"Emberizidae","Passeriformes",13,6,7,0,4,13.6,8.2,4.6,6.2,18.8,63.8,7.2,56.5,11.2,61.1,14.3,"Dunning",NA,"NO",NA,NA,"Shrubland",1,1,"Herbivore","Omnivore","Generalist",-37.21,7.69,-22.49,-55.95,4048063.88,"Extant"
"919","Cossypha caffra",NA,NA,NA,NA,"0.153546","0.363806",-0.0886735228372203,0.44439546052837,"Muscicapidae","Passeriformes",8,4,4,0,4,18.8,10,3.6,4,29.1,80.8,11.8,69,14.6,74.6,28.5,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Generalist",-34.84,4.66,-21.08,28.87,1628062.49,"Extant"
"920","Cracticus nigrogularis",NA,NA,NA,NA,"0.174046","0.15427",-0.172357391126559,0.0707720588235294,"Cracticidae","Passeriformes",14,5,9,0,4,43.9,27.1,9.8,13.8,36.5,171.8,48.5,125,27.9,129.3,128,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Omnivore","Insessorial",-38.61,-11,-24.64,133.63,6347951.06,"Extant"
"921","Cracticus torquatus",NA,NA,NA,NA,"0.224514","0.305791",NA,NA,"Cracticidae","Passeriformes",15,4,10,1,4,40.6,28.6,9.6,12.7,31.4,145,40.8,105.4,27.8,108.1,82.9,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Omnivore","Insessorial",-43.64,-10.9,-27.03,135.08,6403052.57,"Extant"
"922","Criniger calurus",NA,NA,NA,NA,"0.289333","0.3546035",0.239411414360394,0.29501844507632,"Pycnonotidae","Passeriformes",16,3,9,4,11,21.9,13.4,5.8,6.1,21.2,87.6,10.1,77.2,11.6,79.6,37.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.62,11.55,0.66,15.66,3299942.04,"Extant"
"923","Cyanerpes cyaneus",NA,NA,NA,NA,"0.192815","0.427805",0.240372495244064,0.0245732183185033,"Thraupidae","Passeriformes",17,8,8,1,8,19.4,12.8,3.8,3.6,13.7,60.9,15.7,44.5,26,34.8,14,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-23.36,21.78,-2.58,-63.22,8340306.15,"Extant"
"924","Cyanocitta stelleri",NA,NA,NA,NA,"0.156278","0.379001",0.0753993575158186,0.137832628041812,"Corvidae","Passeriformes",10,2,8,0,4,33.7,21.1,10.2,9.5,43,145.8,20,125.8,13.6,133.2,128,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",12.8,61.65,41.95,-116.24,3560822.24,"Extant"
"925","Cyanoliseus patagonus",NA,NA,NA,NA,"0.152789","0.568597",-0.0226822000007607,0.00264189545053425,"Psittacidae","Psittaciformes",4,1,2,1,4,31.1,27.9,17.4,36.3,21.1,237.8,118.5,119.2,49.9,236.5,277.9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Herbivore","Omnivore","Insessorial",-46.95,-24.66,-36.96,-66.83,899053.38,"Extant"
"926","Cyclarhis gujanensis",NA,NA,NA,NA,"0.20041","0.361143",0.620390758756823,0.117222312284726,"Vireonidae","Passeriformes",69,17,40,12,4,18,11.1,5.8,9.2,22.8,76.2,11.2,64.9,14.8,64.1,28.8,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-35.49,23.65,-10.18,-58.3,13485715.12,"Extant"
"927","Cymbilaimus lineatus",NA,NA,NA,NA,"0.15557865","0.454561",0.0993997446284904,0.0687717892468238,"Thamnophilidae","Passeriformes",9,3,6,0,4,24.7,14.6,8.5,8.9,25.8,75.8,7.7,68.9,10.1,71.5,35.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16.16,15.88,-3.45,-63.49,6643566.16,"Extant"
"928","Cynanthus latirostris",NA,NA,NA,NA,"0.261486","0.355852",NA,NA,"Trochilidae","Apodiformes",25,4,20,1,10,20.1,17.2,2.6,2,5.3,50.6,33.1,17.5,65.4,31.6,3.1,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Herbivore","Nectarivore","Aerial",15.65,32.6,23.59,-104.27,784126.02,"Extant"
"929","Cyornis hainanus",NA,NA,NA,NA,"0.1533771","0.346719",0.200785946577615,0.276622016137242,"Muscicapidae","Passeriformes",10,2,8,0,4,13.9,8.7,4.3,3.5,16.2,68.4,14.7,52.7,21.7,59,14.4,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,2,"Carnivore","Invertivore","Insessorial",8.56,24.53,18.37,104.17,1595419.54,"Extant"
"930","Cyornis rufigastra",NA,NA,NA,NA,"0.104888","0.328585",0.663850486431132,0.205049780963759,"Muscicapidae","Passeriformes",5,2,3,0,5,14.6,8.7,4.8,3.6,17.5,70.8,11.2,59.6,15.8,58,18.3,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-8.34,19.58,2.85,114.58,430229.37,"Extant"
"931","Dacelo leachii",NA,NA,NA,NA,"0.18968","0.622544",NA,NA,"Alcedinidae","Coraciiformes",12,2,9,1,10,82.2,61.8,24.9,26.2,26.2,196.1,53.1,141.8,27.3,125.1,308,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Omnivore","Insessorial",-27.87,-3.95,-17.91,135.6,2183194.4,"Extant"
"932","Dendrexetastes rufigula",NA,NA,NA,NA,"0.207423","0.1533463",0.142733564158403,0.142303804733493,"Dendrocolaptidae","Passeriformes",10,4,5,1,4,33.7,22.7,8.5,9.2,23.6,105.2,15.5,90.2,14.7,104,69.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16.97,8.01,-5.51,-64.14,3670234,"Extant"
"933","Dendrocincla fuliginosa",NA,NA,NA,NA,"0.205745","0.3867645",0.0228539776926078,0.0344831775967589,"Dendrocolaptidae","Passeriformes",44,8,17,19,11,29.9,20,6.4,6.6,24.7,104.9,18.9,84.1,18.3,86.7,38.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.42,15.75,-3.3,-62.98,8483632.64,"Extant"
"934","Dendrocolaptes certhia",NA,NA,NA,NA,"0.18094","0.3742185",0.112600463003377,0.208067425185179,"Dendrocolaptidae","Passeriformes",22,5,16,1,8,41,29.3,9.4,8,27.3,126.9,22.5,104.3,17.7,122.9,68.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.71,9.62,-4.01,-62.55,6659679.41,"Extant"
"935","Dendrocolaptes hoffmannsi",NA,NA,NA,NA,"1","0",0.0181760737071689,0.0172052204088817,"Dendrocolaptidae","Passeriformes",7,2,5,0,4,39.8,27.4,8.5,8.3,29,136,24.5,111.6,18,122.8,83,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-15.62,-1.67,-8.57,-58.62,862883.58,"Extant"
"936","Dendrocolaptes picumnus",NA,NA,NA,NA,"0.161083","0.627062",0.0917607443668504,0.0666014142377079,"Dendrocolaptidae","Passeriformes",19,5,9,5,4,40.5,28.4,8.3,8.3,28.5,129.6,23.3,108.2,17.7,121.7,76.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-27.03,17.18,-4.18,-64.56,5749616.39,"Extant"
"937","Dendrocolaptes platyrostris",NA,NA,NA,NA,"0.285183","0.2210465",0.021942431974977,0.0509703258687928,"Dendrocolaptidae","Passeriformes",14,3,10,1,4,36.4,27.5,8.3,8.2,25.9,118.9,19.9,99,16.8,112.3,61.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-32.3,-3.32,-17.33,-47.86,3885238.34,"Extant"
"938","Dendrocolaptes sanctithomae",NA,NA,NA,NA,"0.146299","0.465782",0.173597824118665,0.101300494816112,"Dendrocolaptidae","Passeriformes",20,3,7,10,2,39.9,27.6,8.9,8.3,29.5,126.1,25.3,101.1,20,114.2,66.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-1.89,21.29,12.34,-83.36,802979.25,"Extant"
"939","Dendropicos fuscescens",NA,NA,NA,NA,"0.194451","0.303648",0.365584766016498,0.638756437154301,"Picidae","Piciformes",10,4,6,0,5,20,14.8,5.5,5.9,15.9,92,20.7,71.5,22.5,48.4,26,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-34.84,15.45,-7.51,23.29,12708768.94,"Extant"
"940","Dicaeum hypoleucum",NA,NA,NA,NA,"0.221538","0.333983",-0.253731343283582,-0.253731343283582,"Dicaeidae","Passeriformes",5,2,3,0,4,13.2,8.2,2.7,3.1,13.5,52.4,9.6,42.7,18.3,25.8,8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",4.79,18.65,11.93,123.2,229004.92,"Extant"
"941","Dicaeum trigonostigma",NA,NA,NA,NA,"0.2705555","0.3934035",-0.238738138519317,-0.234973525878144,"Dicaeidae","Passeriformes",8,2,3,3,4,12.1,8.3,3.4,3.1,13.2,49.5,8.3,41.1,16.8,23,7.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-8.85,24.79,5.86,107.29,2286467.14,"Extant"
"942","Dicrurus adsimilis",NA,NA,NA,NA,"0.221793","0.42862",-0.117647058823529,-0.0714285714285714,"Dicruridae","Passeriformes",29,5,13,11,16,22.7,13.9,7.4,7.4,20.2,128.2,33.3,95.6,25.8,113.1,40.3,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Carnivore","Invertivore","Insessorial",-34.84,17.62,-4.34,23.75,14611485.32,"Extant"
"943","Dicrurus forficatus",NA,NA,NA,NA,"0.2567915","0.382007",-0.35,0.236842105263158,"Dicruridae","Passeriformes",11,2,9,0,4,26.2,15.2,8.6,9,21.6,126,33.6,92.8,26.6,131.5,47.1,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-25.61,-11.95,-19.38,46.7,591728.75,"Extant"
"944","Dicrurus leucophaeus",NA,NA,NA,NA,"0.0546686","0.31362",0.298922100485764,-0.0397817891837031,"Dicruridae","Passeriformes",21,4,17,0,14,25.4,16.7,9.3,8.4,18.6,134.8,42.4,91.8,31.5,134.7,37.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.96,44.66,25.68,107.28,6692531.66,"Extant"
"945","Dicrurus ludwigii",NA,NA,NA,NA,"0.243923","0.336883",0.269958847736625,0.116837872272655,"Dicruridae","Passeriformes",21,2,9,10,14,20.7,11.8,6.9,6.3,17.2,103.4,23.2,80.4,22.3,86.4,29.4,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-32.72,14.55,-1.13,16.62,4614861.96,"Extant"
"946","Dicrurus modestus",NA,NA,NA,NA,"0.179691","0.170738",-0.0526315789473684,-0.032258064516129,"Dicruridae","Passeriformes",11,2,8,1,4,26.3,17.6,8.8,8.8,19.5,128.1,32.3,95.7,25.1,121.2,45.6,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-12.33,9.6,1.01,15.33,3490807.08,"Extant"
"947","Diglossa caerulescens",NA,NA,NA,NA,"0.180593","0.212519",0.239696699375558,-0.01998001998002,"Thraupidae","Passeriformes",16,7,6,3,10,17.1,9.8,2.7,4.1,19.9,68.1,11.9,56.2,17.4,54.2,14.4,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-17.05,11.1,-3.44,-74.45,280727.03,"Extant"
"948","Diglossa cyanea",NA,NA,NA,NA,"0.267506","0.22711",0.229633758619266,0.152818056475596,"Thraupidae","Passeriformes",109,20,23,66,54,18,11.4,3.3,5.1,22.5,73.6,13.8,60,18.6,63,17,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Frugivore","Insessorial",-17.95,10.68,-2.98,-74.79,392147.64,"Extant"
"949","Dryolimnas cuvieri",NA,NA,NA,NA,"0","0.832383",-0.11067644290699,-0.115076502170997,"Rallidae","Gruiformes",11,7,3,1,9,45.5,27.2,4.6,8.1,46.2,137.3,25.9,109.3,19.1,52.5,182.4,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Omnivore","Terrestrial",-25.61,-9.34,-19.38,46.7,590995.52,"Extant"
"950","Elaenia chiriquensis",NA,NA,NA,NA,"0.0968474","0.35701",0.0649176337201547,-0.20622620436438,"Tyrannidae","Passeriformes",7,2,4,1,5,12.9,7.8,4.3,4.1,16.8,72.3,14.9,57.4,20.7,62.2,15.4,"Dunning",NA,"NO",NA,NA,"Shrubland",3,2,"Omnivore","Omnivore","Insessorial",-26.93,12.46,-6.61,-56.69,7246934.04,"Extant"
"951","Elaenia flavogaster",NA,NA,NA,NA,"0.166927","0.384148",0.316995915645578,0.0385425129508784,"Tyrannidae","Passeriformes",80,19,16,45,12,12.7,7.2,5,4,21.4,77.4,12.7,64.5,16.4,70.6,24.8,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Omnivore","Invertivore","Insessorial",-31,21.61,-6.86,-58.37,10327940.88,"Extant"
"952","Elaenia parvirostris",NA,NA,NA,NA,"0.300005","0.418193",-0.280701754385965,0.0416666666666667,"Tyrannidae","Passeriformes",12,6,6,0,4,13.2,6.5,3.5,3.1,18.6,69.4,13.9,55.9,19.9,64.9,13.8,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Insessorial",-37.53,-16.2,-27.33,-58.66,2741717.39,"Extant"
